JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
DISTRICT LEADER,MD,Level III,58.04
PROGRAMMER ANALYST / SITECORE DEVELOPER,WI,Level III,"85,072.00"
QA / SW TESTER,MO,Level II,"92,040.00"
SOFTWARE ENGINEER,IL,Level III,"92,435.00"
SOFTWARE ENGINEER,GA,Level II,"82,098.00"
TECHNICAL ACCOUNT REPRESENTATIVE (TAM),FL,Level IV,"104,645.00"
SR. TECHNICAL WRITER,NY,Level II,"54,600.00"
MECHANICAL ENGINEER,AZ,Level I,"68,037.00"
SENIOR THERMAL APPLICATIONS ENGINEER,CA,Level III,"125,944.00"
SOFTWARE DEVELOPER,TX,Level II,"85,467.00"
COMPUTER VISION ENGINEER,CA,Level II,43.94
SOFTWARE ENGINEER,CA,Level III,53.50
INFORMATICA DEVELOPER,FL,Level IV,"106,122.00"
IT SOLUTIONS CONSULTANT,OH,Level II,37.11
SOFTWARE QA ENGINEER,IL,Level II,29.92
IT CONSULTANT (SUBJECT MATTER EXPERT),GA,Level II,40.50
SERVICE ENGINEER,WA,Level I,"53,290.00"
SOFTWARE ENGINEER 2,WA,Level II,"113,318.00"
SR. RTL ENG - CSI / AZURE - CLOUD SERVER INFRASTRUCTURE,CA,Level II,"109,242.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SOFTWARE ENGINEER,WA,Level I,"92,810.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
ACCOUNT TECHNOLOGY STRATEGIST,GA,Level III,"66,248.00"
REVENUE MANAGEMENT DATA SOLUTIONS DEVELOPER,FL,Level II,"80,330.00"
ASSOCIATE DENTIST,TX,Level II,"129,834.00"
DEVELOPER ADVISOR,VA,,"100,030.00"
PRODUCT SPECIALIST 1615.25852,CA,Level II,"121,077.00"
ASSISTANT RESEARCH PROFESSOR,MD,Level III,"61,173.00"
SENIOR TECHNICAL CONSULTANT,IN,Level II,"71,926.00"
SR. ENGINEER - PROCESS DEVELOPMENT,CA,Level III,"93,600.00"
DEVELOPER,MN,Level II,"69,451.00"
DATABASE ADMINISTRATOR,AZ,Level II,"69,493.00"
BUSINESS INFORMATION DEVELOPER ADVISOR,GA,,"97,437.00"
ASSISTANT PROFESSOR,TX,Level III,"171,927.00"
DARTS DATA INTEGRATION DEVELOPER,ME,,"73,000.00"
ADVISORY MANAGER,WI,Level III,"125,278.00"
ADVISORY MANAGER,WI,Level III,"125,278.00"
COMPUTER SYSTEMS ENGINEER / ARCHITECT,OH,Level II,"64,979.00"
TECHNICAL ARCHITECT,TN,Level II,"62,982.00"
EMBEDDED SECURITY ENGINEER,CA,Level II,"84,406.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER III,WA,Level III,"133,806.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
QUALITY RELIABILITY ENGINEER,OR,Level II,"89,170.00"
SOFTWARE ENGINEER,IL,Level II,"68,266.00"
SOLUTION SPECIALIST,MN,Level I,"62,296.00"
STAFF SW ENGINEER,CO,Level IV,"119,558.00"
ASSOCIATE,NY,,"64,200.00"
"MANAGER, PRODUCTION FINANCE",NY,Level I,"116,854.00"
SENIOR PRINCIPAL - BUSINESS CONSULTING,TN,Level IV,"97,739.00"
"ADVISOR, QUALITY ASSURANCE",IL,Level II,"85,134.00"
MANAGER CONSULTANT,OH,Level IV,"103,834.00"
QUALITY ASSURANCE ENGINEER,NC,Level II,38.38
SENIOR MANAGER - ERP FUNCTIONAL DELIVERY,CA,Level III,"100,984.00"
DESIGN ENGINEER,MI,Level II,"71,344.00"
SENIOR CONSULTANT,OR,Level III,"107,640.00"
"MANAGER, DEMAND PLANNING",WI,Level IV,"89,544.00"
DIRECTOR TECHNOLOGICAL ADMINISTRATION (20012.1717),DC,Level IV,"136,053.00"
"VICE PRESIDENT, ENGINEERING",CA,Level IV,"234,000.00"
"LMTS, SOFTWARE ENGINEERING",CA,Level IV,"174,117.00"
SENIOR SYSTEMS ANALYST,TX,Level II,"80,850.00"
SOFTWARE DEVELOPER,GA,Level III,"104,790.00"
BUSINESS ANALYST,CA,Level II,39.88
MECHANICAL ENGINEER,CO,Level IV,"131,685.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"76,773.00"
SENIOR SYSTEMS ANALYST JC60,GA,Level II,"73,944.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"80,850.00"
ASSISTANT PROFESSOR OF ELECTRICAL ENGINEERING,OH,Level II,"83,553.00"
PROGRAMMER ANALYST,MI,Level IV,"106,517.00"
SENIOR VICE PRESIDENT,WA,Level IV,"186,909.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"81,598.00"
SENIOR RESEARCH ASSISTANT,OR,Level I,"38,646.00"
COMPUTER SYSTEMS ENGINEER 2,OH,Level II,"76,606.00"
APPLICATION ENGINEER 1615.43813,CA,Level II,"109,242.00"
COMPUTER SYSTEMS ENGINEER 1,NE,Level I,"57,429.00"
"ENGINEER 3, SOFTWARE DEVELOPMENT & ENGINEERING",PA,Level II,"87,610.00"
SENIOR SOFTWARE DEVELOPER,MN,Level III,"94,058.00"
SYSTEM DIRECTOR OF HOSPITALIST MEDICINE,PA,Level IV,"210,850.00"
SYSTEM DIRECTOR OF HOSPITALIST MEDICINE,PA,Level IV,"210,850.00"
SOFTWARE DEVELOPER,TN,Level II,"61,838.00"
ENGINEER / SCIENTIST II,CA,Level II,"55,869.00"
INFORMATION SECURITY ENGINEER,NY,Level II,"84,469.00"
STAFF CUSTOMER OPERATIONS ENGINEER,NC,Level III,"103,418.00"
SENIOR DEVELOPER - IT BPM,TN,Level IV,"109,242.00"
SOFTWARE APPLICATION DEVELOPER,NY,Level II,"77,022.00"
SOFTWARE ENGINEER,GA,Level II,"71,739.00"
SOFTWARE DEVELOPER,IL,Level III,"79,581.00"
QUALITY ASSURANCE (QA) ENGINEER,CA,Level III,"118,394.00"
VETERINARY INTERN,FL,Level I,400.00
SR DATABASE ARCHITECT,GA,Level III,43.47
ASSISTANT PROFESSOR TRACK 5,NC,Level II,"64,584.00"
INFORMATION SECURITY PROGRAM MANAGER,TX,Level III,"96,470.00"
COMPUTER SYSTEMS ENGINEER 2,NY,Level II,"74,443.00"
LEAD SOFTWARE QUALITY ASSURANCE ENGINEER,NC,Level II,"63,544.00"
AUDIT ASSURANCE MANAGER,GA,Level III,"77,376.00"
BI SQL DEVELOPER,TX,Level II,"93,538.00"
SENIOR FUNCTIONAL CONSULTANT,TX,Level III,"92,352.00"
SENIOR FUNCTIONAL CONSULTANT,CA,Level III,"94,016.00"
BUSINESS & INTEGRATION ARCH MANAGER,TX,Level IV,"94,037.00"
SENIOR FUNCTIONAL CONSULTANT,NJ,Level III,"114,754.00"
COMPUTER SYSTEMS ANALYST 2,FL,Level II,"65,000.00"
COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 3,TX,Level III,"98,925.00"
COMPUTER SYSTEMS ANALYST 3,NC,Level III,"94,203.00"
COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,TX,Level II,"75,733.00"
APPLICATION DEVELOPMENT MANAGER,CT,Level IV,"123,677.00"
SOFTWARE DEVELOPMENT ENGINEER I,TX,Level I,"71,552.00"
PROGRAM MANAGER,NY,Level II,"113,027.00"
DATA SCIENTIST I,CA,Level I,"79,206.00"
SOFTWARE DEVELOPMENT ENGINEER III,MA,Level III,"103,501.00"
LEAD ENGINEER,AZ,Level II,"63,939.00"
COMPUTER SYSTEMS ANALYSTS,IL,Level III,"90,563.00"
COMPUTER SYSTEMS ANALYSTS,IL,Level III,"90,563.00"
TECHNICAL WRITER,WI,Level II,"50,960.00"
INDUSTRIAL DESIGNER,IL,Level II,"55,349.00"
CONSULTANT,IL,Level I,"65,166.00"
ACCOUNTANTS AND AUDITORS,CA,Level II,"66,893.00"
TECHNOLOGY ARCHITECTURE DELIVERY MANAGER,NY,Level IV,"121,222.00"
MANAGER JC50,CT,Level III,"94,390.00"
MANAGER JC50,CT,Level III,"94,390.00"
SENIOR SYSTEMS ANALYST JC60,NC,Level II,"78,978.00"
SENIOR SYSTEMS ANALYST JC60,VA,Level II,"84,926.00"
SYSTEMS ANALYST JC65,IL,Level I,"61,610.00"
SENIOR ASSOCIATE JC60 - MANAGEMENT ANALYSTS,DC,Level II,"88,837.00"
SENIOR SYSTEMS ANALYST JC60,IL,Level II,"76,502.00"
SYSTEM ANALYST JC65,WA,Level II,"85,342.00"
SENIOR SYSTEMS ANALYST JC60,AZ,Level II,"73,258.00"
SYSTEM ANALYST JC65,OH,Level II,"81,182.00"
SENIOR SYSTEMS ANALYST JC60,TN,Level II,"69,160.00"
SOFTWARE ENGINEER,NY,Level II,"99,736.00"
SOFTWARE ENGINEER,CT,Level II,"82,098.00"
QUALITY ASSURANCE ENGINEER,NJ,Level II,"87,464.00"
SYSTEM DEVELOPER,KS,Level IV,"104,874.00"
ETL BIG DATA QUALITY ENGINEER,CA,Level II,"121,077.00"
TECHNICAL LEAD,PA,Level IV,"123,365.00"
"SENIOR MANAGER, SPECIALIZED SERVICES",MA,Level II,"130,728.00"
LAW CLERK,DC,Level III,"44,699.00"
SENIOR JDE FINANCIAL CONSULTANT,TN,Level III,"88,483.00"
SENIOR SOFTWARE ENGINEER/DEVELOPER,UT,Level II,"80,330.00"
SYSTEMS ANALYST ADVISOR,OH,Level II,"74,755.00"
DEVELOPER,TX,Level II,"90,002.00"
JAVA DEVELOPER,MD,Level II,"80,704.00"
SR. IMPLEMENTATION CONSULTANT,AL,Level II,"72,966.00"
SENIOR ENGINEER,TX,Level II,"100,235.00"
DEVOPS ENGINEER,NY,Level II,"79,664.00"
FINANCIAL ANALYST,CA,Level II,39.61
PROGRAMMER ANALYST - QA,OH,Level II,"62,192.00"
BI ANALYST,CA,Level II,"96,762.00"
SOFTWARE DEVELOPER,CA,Level II,"121,077.00"
INFORMATION SYSTEMS ANALYST,WA,Level II,"84,781.00"
"SENIOR TEAM MANAGER, PRODUCT OPERATIONS",CA,Level II,"94,328.00"
APPLICATIONS DEVELOPER,NJ,Level II,"96,366.00"
SOFTWARE ENGINEER,CO,Level II,"87,173.00"
SOFTWARE ENGINEER 1615.34297,CA,Level II,"109,242.00"
MEMBER OF TECHNICAL STAFF,CA,Level II,"109,242.00"
SOFTWARE DEVELOPER,GA,Level II,40.50
SYSTEMS ANALYST,MD,Level II,"84,926.00"
WEBSPHERE COMMERCE DEVELOPER,IN,Level II,"74,485.00"
CURAM DEVELOPER,AR,Level II,"65,603.00"
DATA ENGINEER,NC,Level III,"100,963.00"
STAFF SOFTWARE ENGINEER,CA,Level III,"132,184.00"
SOFTWARE DEVELOPER INFORMATICA,OH,Level II,"87,693.00"
DATAPOWER DEVELOPER,TX,Level II,"91,915.00"
SENIOR ELECTROMAGNETIC ENGINEER,CA,Level III,"108,160.00"
ASSISTANT COMPUTER SCIENTIST,IL,Level II,"50,731.00"
SENIOR CONSULTANT,NY,Level II,"64,085.00"
PARTNER DEVELOPMENT MANAGER 1615.7585,CA,Level III,"111,509.00"
"VP, SOFTWARE ENGINEERING",NH,Level IV,"116,355.00"
SALES MANAGER,MO,Level I,"75,000.00"
SR. SOFTWARE ENGINEER,GA,Level III,"104,790.00"
SR. SOFTWARE ENGINEER,MD,Level III,"126,256.00"
SENIOR SOFTWARE DEVELOPMENT ENGINEER IN TEST,WA,Level III,"113,318.00"
STAFF SW TEST ENGINEER,CA,,"105,355.00"
IT TEAM LEADER,NJ,Level III,"113,256.00"
IT - CROSS PRODUCT SUPPORT,NJ,Level IV,"138,861.00"
VICE PRESIDENT - BUILT ECOLOGY,CA,Level IV,"142,106.00"
POLICY AND MARKET SOLUTIONS PROGRAM MANAGER,DC,Level II,"65,291.00"
PROJECT AND IMPLEMENTATION MANAGER,NY,Level IV,"121,222.00"
WEBMETHODS DEVELOPER,CT,Level II,"86,299.00"
NATIONAL SALES DIRECTOR,FL,Level II,"88,566.00"
SOFTWARE ENGINEERING SMTS,CA,Level III,"147,597.00"
JAVA DEVELOPER,CA,Level I,"86,320.00"
CERTIFIED FLIGHT INSTRUCTOR,CA,Level I,"45,800.00"
AVP; CONSULTANT - APPLICATIONS PROGRAMMING,TX,,"110,688.00"
SOFTWARE ENGINEERING MTS,CA,Level III,"138,091.00"
ANALYST,MS,Level II,"53,061.00"
ANALYST,IN,Level II,"71,240.00"
DRIVE QUALITY SYSTEMS LEAD,MI,Level III,"93,829.00"
SAP ARCHITECT,TX,Level II,"91,915.00"
DIRECTOR INTERNATIONAL DEVELOPMENT & PRODUCTION,CA,Level II,"99,507.00"
NETWORK ENGINEER,TX,Level IV,"121,326.00"
RESIDENCE HALL COORDINATOR,IA,Level II,"38,688.00"
TECHNICAL ARCHITECT - PEGA,TX,Level III,"105,165.00"
PROGRAMMER ANALYST,MA,Level II,"78,666.00"
PROGRAMMER ANALYST,PA,Level III,"92,331.00"
PROGRAMMER ANALYST,PA,Level III,"99,154.00"
TECHNICAL PROJECT MANAGER,AZ,Level II,"111,550.00"
TECHNOLOGY LEAD,AZ,Level II,"63,939.00"
SOFTWARE ENGINEER,NJ,Level III,"90,605.00"
SOFTWARE ENGINEER,AZ,Level I,"64,584.00"
SENIOR SOFTWARE ENGINEER,AZ,Level II,"81,266.00"
ORACLE CLOUD SPECIALIST,TX,Level IV,56.42
CATIA DESIGNER,MI,Level III,46.34
SYSTEM SOFTWARE ANALYST,MA,Level II,"94,390.00"
UROLOGIST,IL,,"208,000.00"
CHIP DESIGN ENGINEER,MA,Level III,"111,197.00"
SENIOR CONSULTANT,MI,Level II,"60,986.00"
RESEARCH INVESTIGATOR,MI,Level I,28.89
VP BUSINESS PARTNERING AMERICAS COMMERCIAL,CA,Level II,"208,000.00"
PROJECT SCIENTIST I,CO,Level IV,"73,632.00"
SOFTWARE/FIRMWARE ENGINEER,WA,Level III,"66,997.00"
ELECTRICAL ENGINEER,WA,Level I,"62,650.00"
IT PROJECT MANAGER,NC,Level II,"119,766.00"
SENIOR PROGRAMMER ANALYST,OH,Level II,35.80
SOFTWARE ENGINEER  1615.8357,CA,Level II,"109,242.00"
PROCESS ENGINEER,WI,Level IV,"85,842.00"
SENIOR SOFTWARE ENGINEER,NY,Level IV,"138,861.00"
SOFTWARE ENGINEER,CA,Level III,"132,184.00"
MANAGER OF CREATIVE SERVICES,FL,,"104,700.00"
RESEARCH ASSOCIATE,MA,Level I,"42,120.00"
DIRECTOR OF MARKETING AND PUBLICITY,CA,Level II,46.81
DATABASE ADMINISTRATOR ADVISOR,CA,Level IV,"117,021.00"
SR. ECOMMERCE DEVELOPER,OH,Level III,"107,765.00"
PRODUCT MARKETING MANAGER,CA,Level II,"104,874.00"
SR. PRO SOFTWARE ENGINEER,MS,Level IV,"77,189.00"
"ACCOUNTANT, SENIOR",WA,Level IV,"95,386.00"
DESIGN DIRECTOR,CA,Level II,"99,528.00"
UROLOGIST,IL,,"208,000.00"
SOFTWARE QA TEST ENGINEER,NY,Level III,"97,843.00"
MECHANICAL DESIGN ENGINEER,NY,Level II,"83,013.00"
QUALITY ENGINEER,IA,Level IV,"77,251.00"
SENIOR ASSOCIATE QUALITY ASSURANCE L2,NY,,"104,300.00"
SOLUTIONS ARCHITECT,CA,Level III,"125,112.00"
SENIOR MANAGER - CUSTOMER PRICING ANALYST,NY,Level III,"105,227.00"
SOFTWARE ENGINEER,CA,Level IV,"155,106.00"
QUANTITATIVE RESEARCHER,NY,Level III,"80,974.00"
SOFTWARE DEVELOPER,KY,Level II,"67,038.00"
SENIOR FRONT END ENGINEER,CA,Level II,"121,077.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"174,117.00"
PRODUCT SECURITY ENGINEER,CA,Level IV,"157,706.00"
ENGINEER,WA,Level II,"101,837.00"
MARKETING STRATEGIST,GA,Level II,"52,083.00"
"SOFTWARE DEVELOPER, APPLICATIONS",NC,Level II,42.63
CHIEF EXECUTIVE OFFICER,NY,,"208,000.00"
QUANTITATIVE/MODELING ASSOCIATE,IL,Level II,"78,062.00"
"DIRECTOR, INDIGENOUS AND TRADITIONAL PEOPLES PROGRAM",VA,Level I,"52,728.00"
SENIOR BUSINESS ANALYST,NY,Level I,"58,198.00"
SYSTEMS ANALYST,MO,Level I,"61,485.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
SYSTEMS ANALYST,MO,Level I,"61,485.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
SYSTEMS ANALYST,MO,Level I,"61,485.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
SYSTEM ENGINEER,MO,Level I,"55,578.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
COMPUTER SYSTEMS ANALYST,MO,Level I,"61,485.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"53,872.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
PROGRAMMER ANALYST,MO,Level I,"64,418.00"
JAVA DEVELOPER,MO,Level I,"64,418.00"
BIOSTATISTICIAN,FL,Level I,"48,381.00"
PROGRAMMER ANALYST/DEVOPS,FL,Level I,"53,040.00"
APPLICATION PERFORMANCE ANALYST,WI,Level II,"54,808.00"
SOFTWARE ENGINEER/ODI DEVELOPER,FL,Level II,"71,365.00"
ASTROSOFT TERCHNOLOGIES LLC,FL,Level III,"89,669.00"
SENIOR BUSINESS ANALYST,NJ,Level II,"85,405.00"
SENIOR BUSINESS ANALYST,IL,Level III,"90,355.00"
SENIOR DRUG SAFETY SPECIALIST,NY,Level II,"69,930.00"
REGULATORY AFFAIRS SPECIALISTS,NY,Level III,"71,656.00"
INFORMATION TECHNOLOGY SPECIALIST,NY,Level II,"80,392.00"
REGULATORY AFFAIRS SPECIALIST,NY,Level III,"71,656.00"
SAP BO DEVELOPER,NY,Level II,"92,768.00"
REGULATORY AFFAIRS SPECIALIST,NY,Level III,"83,554.00"
CLINICAL RESEARCH COORDINATOR,NY,Level II,"135,242.00"
SOFTWARE ENGINEER,NY,Level II,"94,827.00"
BUSINESS ANALYST,NY,Level II,"85,530.00"
SENIOR BUSINESS ANALYST,NY,Level II,"85,530.00"
SOFTWARE DEVELOPER,NY,Level II,"92,768.00"
CLINICAL RESEARCH ASSOCIATE,NY,Level II,"135,242.00"
DESIGN QUALITY ENGINEER,NY,Level II,"73,154.00"
SUPPLY CHAIN MANAGER,NY,Level II,"109,387.00"
LEAD PROJECT COORDINATOR,NY,Level II,"69,701.00"
NETWORK ENGINEER,NY,Level II,"93,246.00"
BUSINESS SYSTEMS ANALYST,NY,Level II,"86,653.00"
JAVA DEVELOPER,NY,Level II,"74,277.00"
DATABASE DEVELOPER,NY,Level II,"80,870.00"
SENIOR BUSINESS ANALYST,NY,Level II,"85,530.00"
SOFTWARE ENGINEER,NY,Level II,"94,827.00"
PROGRAMMER ANALYST,NY,Level II,"74,277.00"
DRUG SAFETY ASSOCIATE,NY,Level II,"69,930.00"
BUSINESS ANALYST,NY,Level II,"85,530.00"
CLINICAL PHARMACIST,NY,Level II,"114,608.00"
HEALTH MANAGER,NY,Level II,"111,363.00"
QA ENGINEER,IL,Level II,"74,818.00"
DRUG SAFETY ASSOCIATE,IL,Level II,"56,389.00"
CLINICAL RESEARCH ASSOCIATE,IL,Level II,"87,672.00"
BUSINESS ANALYST,IL,Level II,"68,598.00"
TABLEAU DEVELOPER,NY,Level II,"92,768.00"
BUSINESS SYSTEMS ANALYST,NY,Level II,"86,653.00"
SENIOR SOFTWARE DEVELOPERS,NY,Level II,"94,827.00"
MOLECULAR BIOLOGIST,NY,Level II,"76,003.00"
ETL DEVELOPER,NY,Level II,"94,827.00"
DRUG SAFETY ASSOCIATE,NY,Level II,"69,326.00"
SOFTWARE APPLICATION SPECIALIST,WA,Level II,"99,382.00"
SENIOR QUALITY DEVELOPER,TX,Level III,"109,720.00"
SOFTWARE APPLICATION SPECIALIST,WA,Level II,"99,382.00"
DRUG SAFETY ASSOCIATE,NC,Level III,"95,098.00"
SAP DEVELOPER/QUALITY,WA,Level II,"112,549.00"
SENIOR SAP QUALITY DEVELOPER,WA,Level II,"112,549.00"
SOFTWARE APPLICATION SPECIALIST,WA,Level III,"117,000.00"
SAP DEVELOPER/QUALITY,WA,Level II,"112,549.00"
QC ANALYST II,MA,Level IV,35.77
SENIOR RESEARCH SCIENTIST,NY,Level III,"88,130.00"
REGULATORY AFFAIRS SPECIALIST,NJ,Level III,"81,557.00"
QUALITY ENGINEER,MA,Level III,"91,478.00"
"SOFTWARE DEVELOPER, APPLICATIONS",WI,Level II,"72,093.00"
DATABASE ADMINISTRATOR,WI,Level II,"64,189.00"
"SOFTWARE DEVELOPER, APPLICATIONS",MI,Level II,"65,645.00"
"SOFTWARE DEVELOPER, APPLICATIONS",MI,Level II,"65,645.00"
"SOFTWARE DEVELOPER, APPLICATIONS",NC,Level III,"100,402.00"
SENIOR CONSULTANT - BUSINESS ANALYST,IL,Level III,"96,325.00"
TECHNICAL MANAGER,NC,Level II,"77,938.00"
TECHNICAL LEAD,NC,Level II,"77,938.00"
PROGRAMMER ANALYST,CA,Level IV,"141,856.00"
PROGRAMMER ANALYST,CA,Level IV,"141,856.00"
SENIOR CONSULTANT,GA,Level III,"90,418.00"
ETL DEVELOPER,VA,Level III,"99,674.00"
COMPUTER SYSTEMS ANALYST,CT,Level II,"88,546.00"
INTERFACE DEVELOPER (SOFTWARE DEVELOPER),TX,Level II,41.09
SENIOR SOFTWARE ENGINEER,IL,Level II,"68,931.00"
"CORE NUTRITION, LLC",CA,Level IV,"80,413.00"
MANAGER PROGRAM/PROJECT,CA,Level II,"84,926.00"
QUALITY MANAGEMENT SPECIALIST CHINA,MO,Level II,"58,677.00"
SOFTWARE DEVELOPMENT ENGINEER,CA,Level I,"72,966.00"
BIG DATA ENGINEER,MO,Level I,"64,418.00"
QUANTITATIVE ANALYST,NY,Level II,"89,190.00"
MANAGER TRAINEE,MO,Level I,"32,594.00"
USER EXPERIENCE DESIGN PRODUCER,CA,Level II,"58,656.00"
ASSISTANT PROFESSOR,OR,Level II,"103,770.00"
SENIOR AUTOMATION TEST ENGINEER,VA,Level II,"92,248.00"
PORTFOLIO STRATEGY & RISK ANALYST,NY,Level I,"65,187.00"
SENIOR CONSULTANT,IL,Level II,"58,323.00"
SENIOR CONSULTANT,NY,Level III,"90,376.00"
SYSTEM PROGRAMMER,NC,Level II,"69,826.00"
SYSTEMS ARCHITECT,TX,Level IV,"94,765.00"
SOFTWARE ENGINEER,NY,,"92,790.00"
RESEARCH SPECIALIST,NC,Level I,"40,810.00"
IT TECH SPECIALIST I,KS,Level IV,"72,800.00"
PRINCIPAL DEVELOPER,UT,Level II,"78,998.00"
SENIOR JAVA DEVELOPER,TX,Level III,"101,566.00"
SOFTWARE ENGINEER,WA,Level IV,"138,965.00"
ASSISTANT PROFESSOR,LA,Level I,"39,800.00"
SOFTWARE ENGINEER 1615.29215,CA,,"105,010.00"
ASSOCIATE RESEARCH SCIENTIST,CT,Level I,"41,829.00"
SOFTWARE ENGINEER 1615.29962,WA,,"110,368.00"
ASSISTANT VICE PRESIDENT,NY,Level II,"66,394.00"
PROGRAMMER/ANALYST,GA,Level II,"76,898.00"
CONSULTANT,NJ,Level II,"75,795.00"
ASSOCIATE,NY,Level II,"90,813.00"
SOFTWARE ENGINEER,MD,Level II,"60,029.00"
SOFTWARE ENGINEER,TX,Level II,"76,274.00"
LEAD SOFTWARE ENGINEER,MA,Level III,"103,709.00"
SOFTWARE ENGINEER,WA,Level II,"106,101.00"
ACCOUNTANT,CO,Level I,"47,466.00"
SENIOR SYSTEM HEAT EXCHANGER ENGINEER,TX,Level II,"87,381.00"
SALES SYSTEMS ADMINISTRATOR,TX,Level I,"62,754.00"
SYSTEMS ENGINEER,SC,Level I,"70,907.00"
LECTURER,TX,Level II,"42,793.00"
QUANTITATIVE ANALYST,CT,Level I,"61,610.00"
SR QA ANALYST,UT,Level II,"62,421.00"
BUSINESS ANALYST,MD,Level I,"63,315.00"
ELECTRO-OPTICS RESEARCH SCIENTIST,OH,Level I,"44,949.00"
INTERNAL MEDICINE PHYSICIAN,RI,Level I,"106,870.00"
SENIOR FELLOW,WA,Level I,"41,434.00"
STAFF SCIENTIST,MD,Level II,"77,189.00"
HOSPITALIST PHYSICIAN,OR,,"187,200.00"
MANAGER,NY,Level II,"76,170.00"
ENGINEERING MANAGER 1615.33325,CA,Level III,"190,195.00"
TECHNICAL SPECIALIST,CA,Level III,"130,603.00"
ASSOCIATE STAFF SCIENTIST,PA,Level I,"50,107.00"
SOFTWARE DEVELOPER,NJ,Level II,"86,154.00"
SENIOR SOFTWARE ENGINEER,DE,Level III,"100,090.00"
SUPPLY CHAIN PLANNER - SENIOR,IN,Level II,"54,309.00"
OMS ARCHITECT,TX,Level IV,"112,528.00"
SOFTWARE ENGINEER 1615.19319,CA,Level II,"110,864.00"
RESEARCHER,MA,Level II,"66,997.00"
ENGAGEMENT MANAGER,WI,Level II,"69,035.00"
SENIOR APPLICATION DEVELOPER,NJ,,"70,346.00"
GENERAL MANAGER 1,NJ,Level III,"81,099.00"
LEAD SOFTWARE ENGINEER,CA,Level III,"122,429.00"
TEST LEAD,DE,Level II,"75,546.00"
POSTDOCTORAL RESEARCH ASSOCIATE,AZ,Level I,"42,182.00"
RESEARCH ASSOCIATE,NY,Level II,"71,032.00"
CONSULTANT,WI,Level II,"59,946.00"
SR. SOFTWARE ARCHITECT,CA,,"166,279.00"
COMPUTER PROGRAMMER,CA,Level II,"75,941.00"
SENIOR FIRMWARE ENGINEER,CA,Level III,"122,429.00"
SOFTWARE ENGINEER 1615.27431,CA,,"106,983.00"
DESIGN ENGINEER,TX,Level I,"70,512.00"
SOFTWARE DEVELOPER,IA,Level III,"71,115.00"
PRINCIPAL ENGINEER DESIGN ENABLEMENT,CA,Level II,"110,802.00"
SOFTWARE ENGINEER,NE,Level II,"76,523.00"
VALIDATION ENGINEER III,CA,,"86,041.00"
RESEARCH SCIENTIST,CA,Level III,"147,347.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"142,168.00"
DEVELOPER,TX,Level II,"73,819.00"
TEST LEAD,CA,Level II,"62,712.00"
MACHINE LEARNING ENGINEER AND DATA SCIENTIST,MA,Level II,"100,880.00"
"BUSINESS ANALYST, RISK MANAGEMENT II",WA,Level II,"69,722.00"
POSTDOCTORAL FELLOW,OR,Level I,"41,579.00"
PROJECT ENGINEER,CA,Level I,"73,965.00"
SOFTWARE DEVELOPER,NJ,Level I,"71,510.00"
"BUSINESS ANALYST, CONSULTING",CA,Level I,"63,918.00"
SENIOR APPLICATION SUPPORT ENGINEER,TX,Level II,35.03
SOFTWARE ENGINEER,AZ,Level II,"78,021.00"
SOFTWARE DEVELOPER / SYSTEMS ENGINEER,MI,Level II,"68,702.00"
SITE PROJECT MANAGER,KY,Level II,"68,162.00"
