TITLE,STATE,LEVEL,WAGE
Technical Lead,TX,Level III,"109,886.00"
Project Manager,MI,Level II,"78,478.00"
Research Associate,VA,Level II,"93,933.00"
Software Engineer/Developer,NJ,Level II,"77,022.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Assistant Professor,FL,Level I,"84,650.00"
Software Engineer/Developer,MO,Level II,"69,368.00"
Research Associate,GA,Level II,"58,261.00"
Postdoctoral Fellow,GA,Level I,"40,768.00"
Software Engineer/Developer,CA,Level II,"87,152.00"
Software Engineer/Developer,DC,Level II,"93,933.00"
Software Engineer/Developer,NJ,Level III,"117,624.00"
Research Associate,NY,Level III,"137,946.00"
Project Manager,CA,Level I,"94,557.00"
Software Engineer/Developer,FL,Level II,"72,966.00"
Consultant,MO,Level I,"61,256.00"
Manager,NJ,Level III,"114,754.00"
Research Associate,CA,Level II,"39,582.00"
Associate,NY,Level II,"74,443.00"
Project Manager,ND,Level IV,"109,179.00"
Consultant,MI,Level II,"78,125.00"
Architect,MI,Level II,"61,048.00"
Software Engineer/Developer,IL,Level II,"68,266.00"
Consultant,CA,Level II,"109,242.00"
Architect,NJ,Level II,"80,142.00"
Manager,PA,Level III,"99,154.00"
Analyst,FL,Level III,"193,794.00"
Physical Therapist,NJ,Level III,"92,810.00"
Software Engineer/Developer,CA,Level IV,"174,117.00"
Consultant,GA,Level II,"84,240.00"
Consultant,CA,Level III,"121,784.00"
Technical Lead,NY,Level II,"96,366.00"
Software Engineer/Developer,DC,Level II,"93,933.00"
Manager,IA,Level III,"87,235.00"
Manager,CT,Level III,"94,390.00"
Manager,TN,Level III,"67,829.00"
Analyst,NJ,Level II,"83,138.00"
Manager,PA,Level III,"93,101.00"
Manager,GA,Level III,"90,397.00"
Architect,CA,Level IV,"148,803.00"
Accountant,MA,Level II,"68,203.00"
Software Engineer/Developer,IL,Level III,"99,112.00"
Software Engineer/Developer,TX,Level II,"88,483.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Analyst,NM,Level II,"61,734.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Software Engineer/Developer,PA,Level III,"81,245.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,FL,Level IV,"102,398.00"
Research Associate,CA,Level II,"89,336.00"
Research Associate,WA,Level I,"48,672.00"
Assistant Professor,IA,Level II,"72,727.00"
Analyst,KY,Level II,"64,958.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Architect,TX,Level IV,"100,880.00"
Software Engineer/Developer,PA,Level II,"87,610.00"
Software Engineer/Developer,MD,Level II,"102,648.00"
Analyst,NY,Level I,"75,130.00"
Software Engineer/Developer,IN,Level II,"74,485.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,CA,Level II,"87,152.00"
Postdoctoral Fellow,MN,Level I,"38,646.00"
Analyst,AZ,Level II,"56,867.00"
Software Engineer/Developer,MI,Level II,"78,125.00"
Analyst,IL,Level II,"67,850.00"
Architect,TX,Level III,"117,853.00"
Technical Lead,TX,Level III,"88,026.00"
Technical Lead,CA,Level III,"132,184.00"
Associate,PA,Level II,"101,566.00"
Consultant,NY,Level III,"113,776.00"
Consultant,NY,Level III,"113,776.00"
Technical Lead,MN,Level II,"74,090.00"
Physical Therapist,MA,Level III,"102,253.00"
Software Engineer/Developer,MA,Level II,"97,178.00"
Physical Therapist,MI,Level II,"73,923.00"
Software Engineer/Developer,TX,Level II,"91,915.00"
Accountant,NJ,Level II,"79,934.00"
Technical Lead,NC,Level II,"88,670.00"
Software Engineer/Developer,TX,Level III,"86,403.00"
Analyst,TX,Level III,"97,864.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Project Manager,OH,Level IV,"84,510.00"
Manager,PA,Level IV,"114,858.00"
Project Manager,GA,Level III,"104,790.00"
Physical Therapist,NY,Level IV,"77,958.00"
Research Associate,MD,Level I,"61,984.00"
Software Engineer/Developer,TX,Level III,"96,470.00"
Assistant Professor,MD,Level II,"55,578.00"
Software Engineer/Developer,MO,Level II,"85,925.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Consultant,PA,Level II,"81,286.00"
Software Engineer/Developer,CA,Level II,"87,152.00"
Software Engineer/Developer,MI,Level IV,"106,517.00"
Assistant Professor,NC,Level II,"78,562.00"
Software Engineer/Developer,TX,Level II,"91,915.00"
Research Associate,WA,Level II,"81,266.00"
Software Engineer/Developer,MN,Level III,"94,058.00"
Analyst,NJ,Level II,"93,642.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Manager,TN,Level III,"83,054.00"
Technical Lead,AZ,Level II,"81,266.00"
Technical Lead,PA,Level I,"55,640.00"
Software Engineer/Developer,AZ,Level III,"97,968.00"
Manager,CA,Level IV,"65,333.00"
Project Manager,GA,Level II,"91,333.00"
Software Engineer/Developer,CA,Level II,"70,845.00"
Research Associate,UT,Level I,"51,064.00"
Consultant,NY,Level I,"61,235.00"
Project Manager,TX,Level I,"81,952.00"
Research Associate,NY,Level III,"61,173.00"
Analyst,TX,Level I,"63,814.00"
Manager,CA,Level III,"83,720.00"
Analyst,MA,Level I,"63,752.00"
Manager,NJ,Level III,"100,090.00"
Manager,CA,Level III,"94,016.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Analyst,IL,Level II,"72,301.00"
Software Engineer/Developer,VA,Level III,"99,362.00"
Accountant,CA,Level II,"66,893.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Architect,CA,Level II,"94,266.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Project Manager,CA,Level II,"38,085.00"
Technical Lead,NJ,Level IV,"138,861.00"
Architect,NJ,Level IV,"132,766.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Research Associate,GA,Level II,"84,240.00"
Technical Lead,NC,Level II,"77,938.00"
Software Engineer/Developer,IL,Level II,"68,266.00"
Analyst,TN,Level II,"69,160.00"
Associate,CA,Level III,"121,784.00"
Project Manager,CA,Level II,"94,266.00"
Software Engineer/Developer,WA,Level II,"74,048.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,VA,Level IV,"144,872.00"
Software Engineer/Developer,TX,Level IV,"122,637.00"
Associate,CA,Level II,"63,232.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Software Engineer/Developer,NJ,Level II,"77,022.00"
Project Manager,IN,Level III,"92,414.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Software Engineer/Developer,OH,Level II,"77,189.00"
Postdoctoral Fellow,TN,Level I,"38,646.00"
Software Engineer/Developer,DC,Level IV,"103,938.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Associate,NY,Level II,"80,517.00"
Software Engineer/Developer,CA,Level IV,"174,117.00"
Software Engineer/Developer,MO,Level III,"100,880.00"
Accountant,CA,Level II,"76,648.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Architect,IL,Level IV,"112,403.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Project Manager,CA,Level II,"110,822.00"
Assistant Professor,TX,Level I,"69,330.00"
Software Engineer/Developer,MO,Level I,"61,256.00"
Analyst,MD,Level I,"58,614.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Research Associate,CO,Level I,"54,704.00"
Software Engineer/Developer,CA,Level II,"103,064.00"
Software Engineer/Developer,FL,Level III,"91,645.00"
Software Engineer/Developer,WA,Level II,"101,837.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Manager,VA,Level III,"96,325.00"
Manager,AZ,Level IV,"105,768.00"
Manager,AZ,Level III,"89,523.00"
Analyst,PR,Level I,"24,544.00"
Analyst,WI,Level I,"56,014.00"
Analyst,CT,Level II,"82,909.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,MI,Level II,"78,125.00"
Physical Therapist,MD,Level II,"78,894.00"
Software Engineer/Developer,IA,Level II,"77,230.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Research Associate,PA,Level I,"38,043.00"
Project Manager,NJ,Level II,"96,366.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Physical Therapist,RI,Level II,"191,006.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,NC,Level III,"105,893.00"
Manager,CA,Level I,"36,774.00"
Manager,PA,Level IV,"83,866.00"
Manager,NJ,Level III,"95,618.00"
Manager,PA,Level III,"99,154.00"
Analyst,MD,Level II,"80,579.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Technical Lead,TX,Level III,"74,360.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Analyst,CA,Level I,"94,557.00"
Analyst,CA,Level II,"95,638.00"
Software Engineer/Developer,OH,Level II,"77,189.00"
Software Engineer/Developer,NC,Level II,"89,898.00"
Software Engineer/Developer,NV,Level II,"67,579.00"
Software Engineer/Developer,FL,Level I,"54,579.00"
Assistant Professor,IL,Level III,"95,117.00"
Project Manager,VT,Level IV,"88,608.00"
Analyst,PA,Level II,"75,462.00"
Analyst,NJ,Level II,"93,642.00"
Analyst,IL,Level II,"67,850.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Architect,CA,Level III,"121,118.00"
Consultant,MN,Level II,"98,488.00"
Analyst,MI,Level II,"70,970.00"
Technical Lead,IL,Level III,"104,666.00"
Software Engineer/Developer,WI,Level II,"75,234.00"
Technical Lead,CA,Level II,"109,242.00"
Technical Lead,CA,Level II,"109,242.00"
Software Engineer/Developer,IN,Level II,"74,485.00"
Software Engineer/Developer,VA,Level II,"84,282.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Analyst,MA,Level IV,"107,640.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Consultant,NY,Level I,"75,130.00"
Project Manager,TX,Level III,"113,714.00"
Consultant,CA,Level I,"34,403.00"
Software Engineer/Developer,TX,Level I,"77,189.00"
Software Engineer/Developer,GA,Level II,"71,739.00"
Software Engineer/Developer,OH,Level II,"52,582.00"
Analyst,FL,Level II,"73,736.00"
Analyst,OH,Level II,"81,182.00"
Architect,NJ,Level II,"80,142.00"
Software Engineer/Developer,NJ,Level II,"77,022.00"
Software Engineer/Developer,TX,Level II,"71,802.00"
Consultant,AZ,Level II,"73,258.00"
Software Engineer/Developer,NJ,Level III,"89,253.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Software Engineer/Developer,MI,Level III,"76,877.00"
Postdoctoral Fellow,GA,Level I,"41,104.00"
Software Engineer/Developer,MI,Level II,"80,704.00"
Manager,MN,Level III,"93,163.00"
Research Associate,TX,Level I,"39,250.00"
Research Associate,CA,Level I,"51,085.00"
Analyst,WA,Level II,"113,318.00"
Software Engineer/Developer,NC,Level II,"88,670.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,CO,Level II,"87,173.00"
Postdoctoral Fellow,MN,Level I,"40,768.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,MI,Level II,"80,309.00"
Assistant Professor,WI,Level I,"38,646.00"
Software Engineer/Developer,MA,Level III,"103,501.00"
Project Manager,WA,Level II,"102,606.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Assistant Professor,NJ,Level II,"65,166.00"
Research Associate,CT,Level I,"38,646.00"
Project Manager,NY,Level III,"97,843.00"
Software Engineer/Developer,GA,Level II,"71,594.00"
Software Engineer/Developer,CT,Level II,"86,299.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Consultant,WA,Level II,"74,048.00"
Software Engineer/Developer,NJ,Level III,"117,624.00"
Software Engineer/Developer,WA,Level II,"133,702.00"
Software Engineer/Developer,PA,Level III,"81,245.00"
Postdoctoral Fellow,MI,Level I,"38,646.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Software Engineer/Developer,FL,Level III,"87,693.00"
Research Associate,MO,Level II,"56,451.00"
Software Engineer/Developer,VA,Level III,"114,982.00"
Manager,CA,Level II,"168,189.00"
Software Engineer/Developer,MA,Level II,"86,570.00"
Software Engineer/Developer,MN,Level III,"94,058.00"
Software Engineer/Developer,VA,Level II,"81,640.00"
Software Engineer/Developer,MD,Level II,"80,704.00"
Analyst,MI,Level II,"63,170.00"
Software Engineer/Developer,CA,Level II,"138,000.00"
Software Engineer/Developer,TX,Level II,"88,483.00"
Research Associate,NC,Level II,"61,152.00"
Associate,CO,Level II,"81,162.00"
Software Engineer/Developer,KY,Level II,"70,574.00"
Project Manager,FL,Level III,"90,397.00"
Research Associate,NY,Level I,"46,654.00"
Software Engineer/Developer,NY,Level IV,"138,861.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Manager,PA,Level III,"99,154.00"
Architect,DC,Level III,"114,982.00"
Project Manager,NY,Level II,"74,443.00"
Software Engineer/Developer,CA,Level II,"101,774.00"
Software Engineer/Developer,TN,Level II,"63,211.00"
Software Engineer/Developer,WA,Level IV,"138,778.00"
Consultant,TX,Level III,"110,032.00"
Software Engineer/Developer,TX,Level IV,"116,854.00"
Physical Therapist,NC,Level II,"76,731.00"
Project Manager,NY,Level IV,"121,222.00"
Technical Lead,CA,Level II,"63,232.00"
Analyst,MN,Level III,"79,102.00"
Consultant,PA,Level II,"81,286.00"
Consultant,CA,Level III,"130,333.00"
Technical Lead,NY,Level II,"75,504.00"
Technical Lead,TX,Level II,"80,850.00"
Technical Lead,TX,Level II,"80,850.00"
Consultant,CA,Level II,"79,872.00"
Technical Lead,TX,Level II,"69,930.00"
Software Engineer/Developer,FL,Level II,"72,966.00"
Technical Lead,FL,Level II,"68,162.00"
Architect,MI,Level III,"84,490.00"
Technical Lead,NJ,Level II,"83,138.00"
Project Manager,WA,Level III,"99,882.00"
Software Engineer/Developer,CA,Level II,"91,395.00"
Consultant,IL,Level III,"90,563.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Postdoctoral Fellow,GA,Level I,"40,206.00"
Software Engineer/Developer,CA,Level II,"87,152.00"
Assistant Professor,GA,Level I,"46,370.00"
Consultant,VA,Level II,"93,933.00"
Project Manager,PA,Level III,"105,290.00"
Manager,CA,Level III,"147,597.00"
Software Engineer/Developer,IL,Level II,"85,134.00"
Architect,TX,Level IV,"126,235.00"
Project Manager,SC,Level III,"80,101.00"
Project Manager,NY,Level II,"74,443.00"
Software Engineer/Developer,IL,Level II,"48,131.00"
Consultant,NC,Level II,"63,544.00"
Consultant,PA,Level II,"75,858.00"
Consultant,CT,Level II,"93,600.00"
Research Associate,DC,Level II,"53,560.00"
Software Engineer/Developer,MA,Level III,"87,526.00"
Consultant,IL,Level III,"90,563.00"
Software Engineer/Developer,MO,Level III,"85,051.00"
Project Manager,TX,Level II,"119,995.00"
Software Engineer/Developer,MD,Level IV,"117,853.00"
Architect,TX,Level I,"52,624.00"
Software Engineer/Developer,CA,Level II,"91,395.00"
Technical Lead,CA,Level II,"103,106.00"
Software Engineer/Developer,NY,Level II,"96,366.40"
Software Engineer/Developer,TX,Level II,"88,483.00"
Research Associate,CA,Level II,"76,648.00"
Physical Therapist,MA,Level II,"146,120.00"
Research Associate,TN,Level II,"48,568.00"
Project Manager,VA,Level II,"93,933.00"
Software Engineer/Developer,KY,Level III,"75,067.00"
Software Engineer/Developer,MA,Level IV,"122,283.00"
Software Engineer/Developer,AR,Level IV,"105,310.00"
Assistant Professor,CA,Level II,"84,630.00"
Software Engineer/Developer,MA,Level III,"103,501.00"
Research Associate,NY,Level I,"50,794.00"
Research Associate,PA,Level II,"68,016.00"
Software Engineer/Developer,TX,Level I,"77,189.00"
Architect,CA,Level II,"95,638.00"
Architect,NC,Level II,"63,544.00"
Architect,IN,Level II,"68,557.00"
Software Engineer/Developer,IL,Level II,"61,589.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Software Engineer/Developer,TX,Level II,"94,661.00"
Software Engineer/Developer,TX,Level II,"85,467.00"
Analyst,NC,Level IV,"109,429.00"
Analyst,PA,Level IV,"114,858.00"
Project Manager,CO,Level IV,"73,632.00"
Software Engineer/Developer,NC,Level II,"83,699.00"
Assistant Professor,CA,Level IV,"139,730.00"
Software Engineer/Developer,CO,Level III,"104,666.00"
Software Engineer/Developer,NY,Level III,"114,754.00"
Project Manager,WI,Level II,"63,835.00"
Software Engineer/Developer,PA,Level II,"74,880.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Analyst,TX,Level IV,"108,826.00"
Analyst,TX,Level IV,"108,826.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Technical Lead,VT,Level II,"74,651.00"
Consultant,AZ,Level II,"69,493.00"
Technical Lead,MA,Level II,"97,178.00"
Project Manager,GA,Level III,"87,610.00"
Project Manager,FL,Level III,"90,397.00"
Consultant,IL,Level II,"68,266.00"
Software Engineer/Developer,VA,Level II,"103,584.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Consultant,NY,Level I,"48,173.00"
Software Engineer/Developer,PA,Level III,"77,522.00"
Analyst,CA,Level II,"94,266.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Technical Lead,WA,Level III,"130,437.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Analyst,MN,Level II,"68,370.00"
Technical Lead,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level II,"103,064.00"
Assistant Professor,WA,Level III,"80,371.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,CA,Level IV,"103,064.00"
Project Manager,OH,Level III,"91,936.00"
Research Associate,WA,Level III,"94,640.00"
Software Engineer/Developer,TX,Level II,"91,915.00"
Project Manager,CA,Level III,"126,589.00"
Software Engineer/Developer,MD,Level II,"104,083.00"
Consultant,NJ,Level III,"115,731.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,DE,Level III,"102,170.00"
Software Engineer/Developer,NY,Level II,"84,469.00"
Manager,TX,Level IV,"126,235.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,CA,Level IV,"157,706.00"
Software Engineer/Developer,CA,Level II,"118,456.00"
Analyst,PA,Level II,"73,362.00"
Architect,NJ,Level II,"97,074.00"
Manager,TX,Level II,"138,424.00"
Associate,NY,Level II,"80,517.00"
Analyst,TX,Level IV,"108,826.00"
Analyst,TX,Level IV,"108,826.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Analyst,CO,Level II,"81,162.00"
Manager,GA,Level IV,"106,870.00"
Manager,NJ,Level IV,"117,042.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Assistant Professor,CA,Level IV,"154,800.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Manager,NY,Level III,"113,776.00"
Software Engineer/Developer,VA,Level I,"72,862.00"
Software Engineer/Developer,NM,Level II,"74,152.00"
Software Engineer/Developer,IN,Level III,"75,421.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Postdoctoral Fellow,TX,Level II,"31,221.00"
Software Engineer/Developer,OH,Level II,"87,693.00"
Software Engineer/Developer,MN,Level III,"94,058.00"
Physical Therapist,CA,Level II,"86,234.00"
Software Engineer/Developer,CA,Level II,"99,320.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Architect,PA,Level III,"77,168.00"
Analyst,MI,Level III,"66,456.00"
Assistant Professor,IL,Level I,"46,966.00"
Software Engineer/Developer,TX,Level III,"110,032.00"
Project Manager,MA,Level III,"158,371.00"
Software Engineer/Developer,CA,Level II,"118,456.00"
Software Engineer/Developer,IL,Level III,"96,658.00"
Technical Lead,WA,Level II,"74,048.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Research Associate,TN,Level I,"38,646.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,MN,Level II,"94,494.00"
Software Engineer/Developer,MA,Level III,"103,501.00"
Project Manager,CA,Level IV,"87,880.00"
Software Engineer/Developer,NC,Level III,"105,893.00"
Consultant,NC,Level III,"94,203.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Technical Lead,CA,Level II,"63,232.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Manager,MA,Level IV,"110,261.00"
Software Engineer/Developer,AZ,Level II,"75,026.00"
Software Engineer/Developer,AZ,Level III,"87,360.00"
Project Manager,CA,Level III,"94,598.00"
Analyst,NY,Level I,"61,360.00"
Project Manager,MI,Level I,"63,128.00"
Technical Lead,PA,Level I,"55,640.00"
Technical Lead,PA,Level I,"55,640.00"
Software Engineer/Developer,NJ,Level III,"117,624.00"
Software Engineer/Developer,CA,Level IV,"124,654.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Research Associate,TX,Level III,"44,741.00"
Analyst,CA,Level III,"111,280.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Analyst,VA,Level II,"81,349.00"
Analyst,CT,Level IV,"61,506.00"
Research Associate,PA,Level I,"42,723.00"
Software Engineer/Developer,FL,Level II,"77,584.00"
Analyst,CA,Level II,"76,773.00"
Project Manager,NY,Level IV,"135,886.00"
Manager,NY,Level IV,"138,861.00"
Software Engineer/Developer,IA,Level IV,"100,755.00"
Technical Lead,MO,Level III,"92,602.00"
Architect,WI,Level IV,"106,350.00"
Project Manager,NJ,Level II,"81,432.00"
Analyst,FL,Level IV,"100,526.00"
Project Manager,MI,Level II,"79,664.00"
Project Manager,PA,Level III,"86,902.00"
Project Manager,AZ,Level II,"74,485.00"
Analyst,FL,Level II,"68,162.00"
Consultant,WA,Level II,"74,048.00"
Architect,NY,Level II,"74,443.00"
Physical Therapist,MA,Level II,"146,120.00"
Associate,MD,Level I,"50,211.00"
Software Engineer/Developer,NC,Level II,"85,426.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Technical Lead,TX,Level III,"109,886.00"
Project Manager,MI,Level I,"68,869.00"
Technical Lead,CA,Level II,"99,320.00"
Software Engineer/Developer,MD,Level III,"108,680.00"
Analyst,FL,Level III,"82,826.00"
Project Manager,FL,Level II,"116,334.00"
Software Engineer/Developer,NJ,Level I,"71,115.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Analyst,NJ,Level II,"96,366.00"
Software Engineer/Developer,NJ,Level III,"113,256.00"
Software Engineer/Developer,TN,Level II,"74,984.00"
Associate,GA,Level IV,"106,870.00"
Manager,NE,Level III,"79,477.00"
Associate,NJ,Level IV,"116,667.00"
Manager,NJ,Level III,"114,754.00"
Manager,AZ,Level III,"89,523.00"
Manager,NJ,Level III,"100,090.00"
Manager,AZ,Level III,"89,523.00"
Analyst,MO,Level I,"62,754.00"
Software Engineer/Developer,CA,Level II,"87,152.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Consultant,NY,Level III,"122,117.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Analyst,PA,Level II,"79,165.00"
Analyst,OR,Level II,"74,110.00"
Software Engineer/Developer,GA,Level III,"84,240.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Consultant,CA,Level II,"76,773.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,MA,Level III,"103,501.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,FL,Level II,"72,238.00"
Consultant,CA,Level II,"95,638.00"
Software Engineer/Developer,CA,Level IV,"125,653.00"
Software Engineer/Developer,NJ,Level II,"75,254.00"
Assistant Professor,CA,Level II,"66,813.00"
Research Associate,MA,Level I,"50,627.00"
Project Manager,WI,Level IV,"86,258.00"
Assistant Professor,NJ,Level IV,"125,590.00"
Consultant,TX,Level II,"73,528.00"
Analyst,IA,Level II,"67,205.00"
Software Engineer/Developer,OH,Level II,"51,293.00"
Architect,AZ,Level II,"63,939.00"
Software Engineer/Developer,OH,Level III,"64,896.00"
Software Engineer/Developer,CO,Level II,"87,173.00"
Project Manager,KS,Level III,"84,718.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Technical Lead,WI,Level II,"63,898.00"
Consultant,AZ,Level II,"73,258.00"
Consultant,WI,Level II,"57,117.00"
Technical Lead,FL,Level II,"58,656.00"
Architect,CA,Level III,"82,597.00"
Software Engineer/Developer,NJ,Level III,"117,624.00"
Software Engineer/Developer,IL,Level III,"92,435.00"
Consultant,WI,Level II,"66,622.00"
Architect,CA,Level III,"118,394.00"
Software Engineer/Developer,VA,Level I,"72,862.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Software Engineer/Developer,WI,Level II,"75,234.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Assistant Professor,SC,Level I,"48,050.00"
Software Engineer/Developer,CA,Level III,"102,690.00"
Software Engineer/Developer,VA,Level III,"114,982.00"
Consultant,WI,Level II,"63,336.00"
Software Engineer/Developer,CA,Level II,"68,266.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Research Associate,CA,Level II,"74,547.00"
Consultant,MI,Level II,"70,970.00"
Assistant Professor,LA,Level I,"66,420.00"
Technical Lead,LA,Level I,"58,552.00"
Architect,NJ,Level II,"80,142.00"
Software Engineer/Developer,PA,Level II,"73,362.00"
Analyst,WA,Level II,"74,048.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,CA,Level III,"111,280.00"
Technical Lead,FL,Level II,"65,832.00"
Software Engineer/Developer,FL,Level II,"77,584.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Technical Lead,OR,Level II,"90,480.00"
Software Engineer/Developer,CA,Level II,"97,157.00"
Software Engineer/Developer,KY,Level II,"59,280.00"
Software Engineer/Developer,TX,Level I,"77,189.00"
Technical Lead,CA,Level II,"78,458.00"
Consultant,CA,Level I,"86,320.00"
Consultant,NY,Level I,"61,235.00"
Manager,WA,Level III,"93,142.00"
Technical Lead,NJ,Level II,"70,346.00"
Research Associate,NY,Level I,"46,654.00"
Accountant,TX,Level II,"70,658.00"
Analyst,VA,Level II,"88,837.00"
Software Engineer/Developer,OR,Level II,"90,480.00"
Associate,NJ,Level IV,"117,042.00"
Manager,IL,Level III,"90,563.00"
Software Engineer/Developer,PA,Level II,"90,646.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,CA,Level IV,"131,144.00"
Software Engineer/Developer,WA,Level II,"101,837.00"
Software Engineer/Developer,CT,Level II,"72,696.00"
