JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
SENIOR DATA ANALYST SUPPLY CHAIN,GA,Level III,"67,246.00"
TURKISH TEACHER,GA,Level II,"49,250.00"
DATABASE ANALYST 6,CA,Level II,"99,174.00"
INSTRUCTOR,NY,Level III,"59,322.00"
ASSOCIATE CREATIVE DIRECTOR,CA,Level III,"128,814.00"
INFORMATION SYSTEMS PROJECT MANAGER,MO,Level II,"115,627.00"
INFORMATION TECHNOLOGY CONSULTANT,MD,Level II,"91,062.00"
SERVICENOW DEVELOPER / ADMINISTRATOR,UT,Level II,"80,330.00"
SYSTEM ADMINISTRATOR,NC,Level II,"70,054.00"
OPERATIONS MANAGER,NY,Level I,"72,800.00"
SAP APPLICATIONS DEVELOPER III,OH,Level IV,"106,704.00"
DEVELOPER,TX,Level III,"86,403.00"
SOURCING MANAGER,TX,Level IV,"102,232.00"
COMPUTER SYSTEMS ANALYST,PA,Level II,"81,286.00"
"LEAD, DATA SCIENTIST",IL,Level II,"67,642.00"
LEAD SOFTWARE ENGINEER,TX,Level IV,"122,366.00"
"VICE PRESIDENT, SOFTWARE ENGINEERING",NY,Level IV,"138,861.00"
"SENIOR ADVISOR, STRATEGIC BUSINESS DEVELOPMENT",TX,Level IV,"102,232.00"
"SR TECHNICAL PROJECT MGNT SPECIALIST (PROF. II, S/W QA)",TX,Level II,"94,640.00"
SOFTWARE ENGINEER,CA,Level III,"141,898.00"
TECHNOLOGY LEAD - US - PRACTITIONER,AR,Level II,"57,242.00"
TECHNOLOGY LEAD - US,FL,Level II,"64,230.00"
TECHNOLOGY LEAD - US,WA,Level II,"85,342.00"
LEAD CONSULTANT - US - PRACTITIONER,IL,Level III,"90,563.00"
PROJECT MANAGER - US,MA,Level III,"93,142.00"
COMPUTER SYSTEMS ANALYST 3,GA,Level III,"90,397.00"
FUNCTIONAL CONSULTANT,OK,Level II,"58,282.00"
COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,WI,Level II,"57,117.00"
SENIOR ERP SECURITY ANALYST,MI,Level IV,"86,653.00"
STATISTICAL SCIENTIST (BIOSTATISTICIAN),CA,Level III,"121,805.00"
SOFTWARE DEVELOPER,GA,Level II,"84,240.00"
RESEARCH TECHNICIAN III,TX,Level I,"26,250.00"
APPLICATION ARCHITECT 4,NY,Level IV,"138,861.00"
"ASSOCIATE VICE PRESIDENT, SALES",CO,Level III,"96,574.00"
ASSISTANT PROFESSOR,IN,Level I,"48,570.00"
SENIOR BUSINESS ANALYST/ADMINISTRATOR,RI,Level III,"92,269.00"
PROGRAMMER ANALYST 2,KS,Level II,"70,283.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"147,597.00"
SOFTWARE ENGINEER,CA,Level III,"138,091.00"
SR. MANUFACTURING ENGINEER,CA,Level III,"96,283.00"
SENIOR TECHNICAL ARCHITECT,GA,Level III,"104,790.00"
TECHNICAL SPECIALIST,NY,Level III,"117,624.00"
COMPUTER SYSTEMS ANALYST 3,NY,Level III,"79,726.00"
DATA ENGINEER,CA,Level III,"121,118.00"
VISITING ASSISTANT PROFESSOR,OH,Level IV,"105,840.00"
SENIOR DATA SCIENTIST,CA,Level IV,"163,134.00"
"MANAGER, MANUFACTURING",IN,Level IV,"95,430.00"
ASSURANCE SENIOR ASSOCIATE,WA,Level II,"65,374.00"
BASIC LIFE RESEARCH SCIENTIST,CA,Level II,"59,176.00"
SENIOR RESEARCH ASSOCIATE,IL,Level I,"46,800.00"
SOFTWARE ENGINEER,TX,Level II,"93,538.00"
SOFTWARE DEVELOPER,AZ,Level II,"81,266.00"
SENIOR LEAD QUALITY ASSURANCE ENGINEER,CO,Level IV,"119,558.00"
SYSTEMS ANALYST,AZ,Level II,"73,258.00"
GAME DESIGNER,CA,Level I,"43,846.00"
SYSTEMS ADMINISTRATOR,IL,Level III,"91,666.00"
SYSTEMS ADMINISTRATOR,IL,Level III,"91,666.00"
QA ENGINEER,DE,Level II,"88,067.00"
ELECTRICAL/HARDWARE ENGINEER,OR,Level IV,"96,242.00"
SYSTEM ANALYST,OH,Level II,"81,182.00"
SENIOR SOFTWARE DEVELOPER,PA,Level III,"114,982.00"
SOFTWARE DEVELOPER,TX,Level II,"93,538.00"
RESEARCH FELLOW,MA,Level I,"49,005.00"
SOFTWARE DEVELOPMENT SENIOR SPECIALIST,KY,Level III,"76,003.00"
PROGRAMMER/ANALYST,FL,Level II,"65,062.00"
PROGRAMMER ANALYST,PA,Level II,"82,451.00"
PHYSICAL THERAPIST,NV,Level I,"69,222.00"
BUSINESS ANALYST,MD,Level II,"80,579.00"
SENIOR APPLICATION DEVELOPER,MO,Level III,"100,880.00"
SR. PROGRAMMER ANALYST,MI,Level II,"65,915.00"
QUANTITATIVE FINANCE MATHEMATICIAN,MN,Level IV,"94,266.00"
SOFTWARE INTEGRATION LEADER,MI,Level IV,"103,293.00"
SOFTWARE ENGINEER,CA,Level II,"103,064.00"
QUALITY ASSURANCE (QA) MANAGER,NY,Level II,"74,443.00"
CHRONIC DISEASE PROGRAM DIRECTOR,VA,Level II,"93,163.00"
TECHNICAL CONSULTANT,MN,Level II,"77,875.00"
PROGRAMMER/ DEVELOPER 3,NY,Level III,"97,323.00"
APPLICATION DEVELOPMENT ASSOCIATE MANAGER,MA,Level IV,"113,589.00"
SOFTWARE DEVELOPER,IN,Level III,"87,610.00"
YOUTH SKI LEAGUE HEAD COACH/COORDINATOR,MT,Level III,"32,270.00"
QA TESTER,CA,Level I,"69,056.00"
TECHNICAL LEAD,UT,Level II,"64,605.00"
DATABASE ADMINISTRATOR (ORACLE),CA,Level II,"74,256.00"
CHIEF TECHNOLOGY OFFICER (CTO),CA,Level IV,"201,282.00"
PROGRAM MANAGER,WA,Level II,"90,522.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR APPLIED SCIENTIST,WA,Level III,"144,518.00"
SOFTWARE ENGINEER,CA,Level II,"121,077.00"
UX DESIGNER,WA,Level I,"88,920.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
RESEARCH SOFTWARE DEVELOPMENT ENGINEER,WA,Level I,"95,160.00"
SENIOR SOFTWARE DEVELOPMENT ENGINEER,WA,Level III,"133,806.00"
SOFTWARE DEVELOPER,TX,Level II,"93,538.00"
SOFTWARE ENGINEER,NJ,Level II,"96,366.00"
BUSINESS ANALYST,OH,Level II,"63,336.00"
SOFTWARE DEVELOPMENT ENGINEER,WA,Level II,"113,318.00"
SOFTWARE ENGINEER,WA,Level III,"133,806.00"
APPIAN DEVELOPER,FL,Level II,"72,966.00"
DEVOPS ENGINEER,NJ,Level II,"93,746.00"
SOFTWARE DEVELOPER,CA,Level II,"109,242.00"
ENGINEERING MANAGER,VA,Level I,"126,464.00"
TERADATA APPLICATION DEVELOPER,MO,Level II,"85,925.00"
"SENIOR MANAGER, INDIRECT TAX & TRADE",CA,Level II,"137,925.00"
COMPUTER PROGRAMMER,MI,Level II,"63,461.00"
SOFTWARE ENGINEER 1615.42627,CA,Level II,"109,242.00"
SOFTWARE ENGINEER 1615.42574,CA,Level II,"109,242.00"
ASSISTANT PROFESSOR OF NEUROLOGY,MS,Level III,"199,380.00"
"ANALYST, GIB",NY,Level I,"74,797.00"
SENIOR DATABASE ADMINISTRATOR,NY,Level IV,"122,200.00"
CIS MANAGER 2,NJ,Level II,"160,763.00"
FIELD SERVICE ENGINEER,NY,Level II,"72,571.00"
PROGRAMMER ANALYST,TX,Level II,"93,538.00"
APPLICATION DEVELOPER 2,VA,Level II,"80,517.00"
ASSISTANT PROFESSOR,PA,Level I,"49,540.00"
SENIOR SOFTWARE ENGINEER,NC,Level III,"105,893.00"
SENIOR SOFTWARE ENGINEER,AZ,Level III,"97,968.00"
SENIOR PRODUCT MANAGER,CA,Level III,"122,221.00"
SOFTWARE DEVELOPER/.NET DEVELOPER,PA,Level II,"87,610.00"
SENIOR SOFTWARE DEVELOPER,NC,Level III,"98,987.00"
VALIDATION ANALYST,NJ,Level II,"100,880.00"
SOFTWARE DEVELOPER,TN,Level II,"61,838.00"
PROGRAMMER ANALYST,OH,Level I,"81,182.00"
ETL DEVELOPER,NJ,Level II,"96,366.00"
SR PEOPLESOFT DEVELOPER,PA,Level III,"87,214.00"
RESEARCH TECH SUPERVISOR,TX,Level IV,"41,933.00"
ASSOCIATE DATA ANALYST,CA,Level II,"94,266.00"
REGULATORY CONTROLS DIRECTOR,IL,Level IV,"116,522.00"
SCIENTIST II,NJ,Level I,"53,019.00"
SR. SCIENTIST,CA,Level III,"81,494.00"
ASP.NET C# WEB DEVELOPER,CA,Level III,"111,280.00"
STAFF ACCOUNTANT,IN,Level I,"38,626.00"
SENIOR JAVA DEVELOPER,TX,Level IV,"126,235.00"
DIRECTOR OF BUSINESS DEVELOPMENT,CA,Level II,"97,365.00"
SOFTWARE ENGINEER,TN,Level IV,"109,242.00"
SEARCH OPPORTUNITY ANALYST,CA,Level IV,"111,966.00"
AGILE COACH,TX,Level III,"113,714.00"
ORACLE BI DEVELOPER,CA,Level I,"70,158.00"
SOFTWARE ENGINEER,NJ,Level II,"96,366.00"
COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,NC,Level II,"63,544.00"
INFORMATION TECHNOLOGY PROJECT MANAGER 3,NY,Level III,"97,843.00"
COMPUTER PROGRAMMER / CONFIGURER 2,IL,Level II,"61,589.00"
COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,NJ,Level II,"58,614.00"
COMPUTER SYSTEMS ANALYST 3,MA,Level III,"93,142.00"
"SR. ASSOCIATE, VELOGICA QUALITY ASSURANCE",NC,Level III,"80,101.00"
"SENIOR SCIENTIST, STATISTICAL PROGRAMMING",PA,Level II,"70,034.00"
DATA ARCHITECT AND DBA,TX,Level IV,"100,880.00"
RESEARCH INFORMATICS ANALYST II,AR,Level II,"75,338.00"
SENIOR ACTUARIAL ASSOCIATE,NY,Level II,"111,571.00"
"SENIOR ASSOCIATE, SENIOR DATA SCIENTIST",NY,Level IV,"123,011.00"
APPLICATION DEVELOPER,VA,Level III,"99,674.00"
SOFTWARE DEVELOPER,AZ,Level II,"81,266.00"
SOFTWARE DEVELOPER,MN,Level II,"78,166.00"
SENIOR STAFF SOFTWARE ENGINEER,TX,Level III,"109,886.00"
PRODUCT DEVELOPMENT INNOVATION LEAD,GA,Level II,"70,658.00"
DEVOPS ENGINEER,IL,Level I,"78,749.00"
APPLICATION ENGINEER,OR,Level IV,"124,280.00"
TECHNOLOGY LEAD - US - PRACTITIONER,FL,Level II,"65,000.00"
TECHNOLOGY ARCHITECT - US,NY,Level III,"97,843.00"
SENIOR RESEARCH MANAGER,CA,Level III,"71,198.00"
COMPUTER SYSTEMS ANALYSTS,FL,Level II,"68,931.00"
COMPUTER SYSTEMS ANALYSTS,CA,Level II,"82,950.00"
COMPUTER SYSTEMS ANALYSTS,NJ,Level II,"93,642.00"
TECHNOLOGY LEAD - US,OR,Level II,"78,187.00"
INDUSTRIAL ENGINEER,ND,Level II,"87,194.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
ENGINEER I - ENGINEERING QUALITY,MI,Level I,"66,810.00"
TECHNOLOGY LEAD - US - PROFESSIONAL,WA,Level II,"85,342.00"
TECHNICAL PROGRAM MANAGER III,WA,Level II,"133,702.00"
SOFTWARE DEVELOPMENT ENGINEER II,TX,Level II,"88,483.00"
BUSINESS ANALYST I,WA,Level I,"66,165.00"
ORACLE ATG SENIOR TECHNICAL CONSULTANT,TX,Level III,"108,784.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
COLLECTIONS STRATEGY ANALYST (13-2099.01),DE,Level IV,"76,336.00"
"SR. ANALYST, DATA SCIENCE",CA,Level II,"100,506.00"
MECHANICAL DESIGN ENGINEER,CA,Level III,"125,944.00"
TEST ANALYST,MO,Level II,"69,368.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II,AZ,Level II,"81,266.00"
PRODUCT MANAGER III - TECHNICAL,WA,Level II,"133,702.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
TECHNICAL PRODUCT MANAGER III,WA,Level II,"133,702.00"
BACKEND ENGINEER,MT,Level IV,"72,093.00"
"DIRECTOR, SOFTWARE ENGINEERING",CA,Level III,"201,094.00"
SOFTWARE ENGINEERING LMTS,CA,Level IV,"174,117.00"
SYSTEM ANALYST JC65,PA,Level II,"82,451.00"
MANAGER JC50,CT,Level III,"94,390.00"
SYSTEM ANALYST JC65,CT,Level II,"82,909.00"
SYSTEM ANALYST JC65,AR,Level II,"57,242.00"
MANAGER JC50,IL,Level III,"90,563.00"
SYSTEM ANALYST JC65,TX,Level II,"80,850.00"
SENIOR SYSTEMS ANALYST JC60,MD,Level II,"80,579.00"
SENIOR SYSTEMS ANALYST JC60,OH,Level II,"74,755.00"
MANAGER JC50,MN,Level III,"93,163.00"
MANAGER JC50,TX,Level III,"96,574.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"80,850.00"
SENIOR MANAGER JC45,CA,Level IV,"111,280.00"
SENIOR MANAGER JC45,NC,Level IV,"107,328.00"
SENIOR SYSTEMS ANALYST JC60,AZ,Level II,"73,258.00"
SENIOR CONSULTANT,TX,Level II,"93,538.00"
ACCOUNTANTS AND AUDITORS,TN,Level II,"54,538.00"
FINANCIAL ANALYSTS,MA,Level III,"88,712.00"
FINANCIAL ANALYSTS,PA,Level III,"88,712.00"
RISK MANAGEMENT SPECIALISTS,GA,Level II,"62,462.00"
SYSTEMS ENGINEER,PA,Level I,"69,909.00"
SENIOR SOFTWARE DEVELOPER,NY,Level III,"114,254.00"
SYBASE DEVELOPER,NY,Level III,"114,254.00"
SOFTWARE TEST ENGINEER,PA,Level III,"79,310.00"
SOFTWARE TEST ENGINEER - SENIOR,PA,Level III,"79,310.00"
NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,ME,Level III,"77,293.00"
SOFTWARE ENGINEER,MD,Level II,"80,704.00"
STAFF ENGINEER,NY,Level IV,"144,518.00"
SOFTWARE ENGINEER - SENIOR,PA,Level III,"79,310.00"
"A SR. ANALYST, BSA",TX,Level III,"101,150.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II-TEST,WA,Level II,"101,837.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
NETWORK DEVELOPMENT ENGINEER I,WA,Level I,"73,965.00"
PRINCIPAL SOFTWARE ENGINEER,CA,Level IV,"164,674.00"
PROJECT ENGINEER,CA,Level II,"84,718.00"
PRINCIPAL UI ENGINEER,CA,Level IV,"147,181.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
CONSULTANT,IN,Level I,"50,856.00"
LICENSING ASSOCIATE,OH,Level I,"52,707.00"
STRATEGIST,GA,Level II,"114,982.00"
PRODUCT MANAGER 1615.42612,MA,Level II,"130,728.00"
"SENIOR MANAGER, BUSINESS OPERATIONS AND STRATEGY",CA,Level II,"147,035.00"
CREDIT RISK MODELER,IL,Level III,"76,336.00"
TEST MANAGER,NJ,Level II,"80,142.00"
COMPUTER SYSTEMS ANALYST 2,FL,Level II,"65,000.00"
COMPUTER SYSTEMS ANALYST 3,IL,Level III,"91,416.00"
SYSTEMS ENGINEER,WA,Level II,"74,048.00"
EMBEDDED SOFTWARE ENGINEER,MI,Level II,"78,125.00"
SOFTWARE APPLICATIONS DEVELOPER,NC,Level II,"83,699.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"121,077.00"
SOFTWARE ENGINEER,CA,Level I,"94,557.00"
DATABASE ARCHITECTS,CA,Level I,"70,158.00"
RESEARCHER 6,MN,Level III,"71,219.00"
JAVA/SCALA DEVELOPER,TX,Level II,"93,538.00"
SR. NETWORK ARCHITECT,CA,Level IV,"172,890.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"147,597.00"
SENIOR DISTRIBUTED SYSTEMS ENGINEER,CA,Level III,"144,477.00"
DIGITAL SPECIALIST,NY,Level III,"122,117.00"
SOFTWARE ENGINEER,CA,Level II,"109,242.00"
JAVA DEVELOPER,PA,Level II,"87,610.00"
SOFTWARE DEVELOPER,TX,Level II,"93,538.00"
BUSINESS INTELLIGENCE & DATABASE ANALYST,FL,Level IV,"88,296.00"
MARKETING ANALYST,NY,Level II,"64,085.00"
SOFTWARE DEVELOPER,FL,Level II,"72,966.00"
JAVA DEVELOPER,MN,Level II,"78,166.00"
STRUCTURAL ENGINEER,TX,Level I,"55,037.00"
SOFTWARE DEVELOPER,NC,Level II,"85,426.00"
LEAD SYSTEM ADMINISTRATOR,WI,Level IV,"90,168.00"
SYSTEMS ADMINISTRATOR,CO,Level II,"99,986.00"
SOFTWARE ENGINEER,CA,Level III,"147,597.00"
FRONT END DEVELOPER,CA,Level IV,"155,106.00"
NETWORK OPERATIONS ENGINEER,CA,Level II,"90,230.00"
SENIOR OCCUPATIONAL THERAPIST,MD,Level II,"86,174.00"
OFFICER; TECH PROG ASSOCIATE,NJ,Level I,"70,221.00"
SENIOR AIR COMMERCIAL ANALYST,WA,Level II,"64,688.00"
POSTDOCTORAL SCHOLAR,CA,Level I,"49,400.00"
BIOSTATISTICIAN,WA,Level II,"72,654.00"
"MANAGER, CITRIX SYSTEMS",CA,Level IV,"96,866.00"
POSTDOCTORAL SCHOLAR,CA,Level I,"49,400.00"
ASSISTANT RESEARCH SCIENTIST,MD,Level II,"70,616.00"
POSTDOCTORAL SCHOLAR,CA,Level I,"49,400.00"
SOFTWARE ENGINEER,MI,Level III,"86,091.00"
SENIOR CIVIL DESIGN ENGINEER,OK,Level II,"69,243.00"
POSTDOCTORAL SCHOLAR,CA,Level I,"49,400.00"
UI DEVELOPER,MA,Level I,"69,160.00"
SOFTWARE ENGINEER,MA,Level I,"69,160.00"
SOFTWARE ENGINEER,CA,Level I,"98,342.00"
ASSISTANT PROFESSOR,GA,Level II,"80,890.00"
SOFTWARE ENGINEER,CO,Level I,"70,491.00"
AVP; CNSLT - APPS PROG,NJ,Level II,"82,285.00"
"VICE PRESIDENT, INVESTMENT BANKER III",NY,Level IV,"227,178.00"
ACOUSTICS SIMULATION ENGINEER,MI,Level I,"66,394.00"
SENIOR ENGINEER,MN,Level III,"92,685.00"
PRODUCT MARKETING MANAGER,CA,Level III,"108,680.00"
SYSTEMS ENGINEER,MI,Level II,"77,605.00"
SR. SW ENGINEER,CA,Level II,"98,987.00"
PROGRAMMER ANALYST/SR. DOT NET DEVELOPER,MA,Level I,"66,269.00"
LABORATORY LEAD,OR,Level II,"36,808.00"
"AVP, QUANTITATIVE FINANCE ANALYST",NC,Level I,"43,618.00"
VICE PRESIDENT,NY,Level III,"124,592.00"
"ASSISTANT CONSERVATOR, PAINTINGS",MA,Level I,"36,920.00"
ASSISTANT VICE PRESIDENT; PROGRAMMER PROF MKTS,NY,Level II,"90,813.00"
SOFTWARE ENGINEER II,CA,Level I,"83,491.00"
ENGINEER III HW,CA,Level II,"122,533.00"
PROGRAMMER ANALYST,MA,Level I,"66,269.00"
WEB ANALYTICS DEVELOPER,MA,Level I,"63,398.00"
SYSTEMS ANALYST,MA,Level I,"63,440.00"
FINANCIAL ANALYST     1615.7893,CA,Level II,"96,013.00"
DATA SCIENTIST,CA,Level IV,"138,507.00"
SYSTEMS ANALYST,TX,Level III,"84,240.00"
JAVA DEVELOPER,MA,Level I,"66,269.00"
DOT NET DEVELOPER,MA,Level I,"66,269.00"
REQUIREMENTS ANALYST,MA,Level I,"55,723.00"
CONSULTANT,NY,Level II,"84,198.00"
C#/TDD DEVELOPER,MA,Level I,"66,269.00"
SOFTWARE DEVELOPER,MA,Level I,"66,269.00"
DOT NET DEVELOPER,MA,Level I,"66,269.00"
SYSTEMS ANALYST,MA,Level I,"63,398.00"
SYSTEM ANALYST,MA,Level I,"63,398.00"
SOFTWARE QA ENGINEER,CA,Level II,"95,306.00"
SYSTEMS SOFTWARE ENGINEER,CA,Level II,"95,306.00"
EXECUTIVE VICE PRESIDENT - FINANCE,TX,Level IV,"191,422.00"
WEB ANALYTICS DEVELOPER,MA,Level I,"66,269.00"
STAFF ACCOUNTANT,MD,Level I,"47,882.00"
BUSINESS INTELLIGENCE ANALYST,TX,Level II,"69,389.00"
MAXILLOFACIAL ONCOLOGY & MICROVASCULAR RECONSTRUCTION FELLOW,TX,Level I,"36,442.00"
BUSINESS SYSTEM ANALYST/REQUIREMENTS ANALYST,MA,Level I,"63,398.00"
MAXILLOFACIAL ONCOLOGY & MICROVASCULAR RECONSTRUCTION FELLOW,TX,Level I,"36,442.00"
POSTDOCTORAL FELLOW,CO,Level I,"39,957.00"
CONTROLS ENGINEER/PLANNER,CA,Level II,"81,370.00"
BILINGUAL SOCIAL MEDIA STRATEGIST,UT,Level I,"37,544.00"
SOFTWARE DEVELOPER,MA,Level I,"66,269.00"
ASSOCIATE,NY,Level I,"65,749.00"
SAFETY INFORMATION ANALYST,WA,Level II,"65,666.00"
NETWORK ENGINEER,MA,Level I,"57,720.00"
DOT NET DEVELOPER,MA,Level I,"66,269.00"
PROGRAMMER ANALYST,MA,Level I,"66,269.00"
VALIDATION ENGINEER II,MA,Level II,"75,525.00"
SOFTWARE ENGINEER,MA,Level I,"66,269.00"
LEAD DEVELOPER,CO,Level II,"73,486.00"
COGNOS DEVELOPER,MA,Level I,"66,269.00"
SR. SPECIALITY DEVELOPER / C#,MA,Level I,"66,269.00"
SOFTWARE ENGINEER,MA,Level II,"83,512.00"
IBM BPM DEVELOPER,MA,Level I,"66,269.00"
DOT NET DEVELOPER,MA,Level I,"66,269.00"
SOFTWARE ENGINEER,MI,Level II,"79,082.00"
WEB DEVELOPER,MA,Level II,"83,512.00"
JAVA DEVELOPER,MA,Level II,"84,427.00"
HRIS MANAGER,AZ,Level IV,"82,846.00"
SOFTWARE ENGINEER 1615.17493,CA,Level II,"110,864.00"
SR. INFORMATICA DEVELOPER,MA,Level II,"84,427.00"
"VICE PRESIDENT, SENIOR QUANTITATIVE FINANCE ANALYST",NC,Level I,"43,618.00"
SR. OBIEE/ODI DEVELOPER,MA,Level II,"83,512.00"
ASSOCIATE,NY,Level I,"59,238.00"
QUALITY ENGINEER,MA,Level II,"76,211.00"
TERADATA APPLICATION DBA,MA,Level II,"67,122.00"
DATA PLATFORM ENGINEER,CA,Level III,"135,990.00"
POST-DOCTORAL SCHOLAR,MD,Level I,"48,180.00"
LEAD DEVELOPER,NH,Level II,"73,216.00"
"VICE PRESIDENT, TRADER II",NY,Level II,"108,555.00"
PEOPLESOFT FUNCTIONAL CONSULTANT,MN,Level II,"78,624.00"
LEAD DEVELOPER,GA,Level IV,"125,258.00"
RESEARCH SCIENTIST,IN,Level IV,"76,981.00"
ARCHITECT OF AUCTION & REAL ESTATE TRANSACTIONAL SYSTEMS,CA,Level IV,"138,965.00"
COMPUTER SYSTEMS ANALYST,NY,Level II,"86,653.00"
SALESFORCE ADMIN/DEVELOPER,MN,Level II,"78,624.00"
RESEARCH FELLOW,MA,Level I,"51,210.00"
OFFICER; TECH PROG ASSOCIATE,NY,Level II,"92,768.00"
SENIOR PROGRAM DEVELOPER,IL,Level IV,"119,226.00"
SALESFORCE DEVELOPER,AZ,Level II,"78,021.00"
SALESFORCE DEVELOPER,AZ,Level II,"78,021.00"
SOFTWARE DEVELOPER,CO,Level II,"89,502.00"
APPLICATION DEVELOPER,OK,Level II,"73,091.00"
SENIOR ENGINEER,NJ,Level II,"76,586.00"
SOFTWARE DEVELOPER,CO,Level II,"89,502.00"
HADOOP ADMINISTRATOR/BIG DATA,CO,Level II,"83,574.00"
APPLICATION DEVELOPER,OH,Level II,"86,590.00"
JAVA DEVELOPER,CA,Level II,"110,864.00"
JAVA DEVELOPER,CA,Level II,"110,864.00"
JAVA DEVELOPER,MN,Level II,"78,624.00"
IT APPLICATION DEVELOPER,OH,Level II,"86,590.00"
IT APPLICATION DEVELOPER,OH,Level II,"86,590.00"
SOFTWARE DEVELOPER/ DEVOPS,OR,Level II,"85,176.00"
SOFTWARE DEVELOPER/ DEVOPS,OR,Level II,"85,176.00"
SALESFORCE DEVELOPER,GA,Level II,"82,098.00"
IT APPLICATION DEVELOPER - SPECIALIST,OH,Level II,"86,590.00"
SOFTWARE DEVELOPER,NH,Level II,"83,824.00"
SOFTWARE DEVELOPER,IN,Level II,"71,240.00"
SOFTWARE DEVELOPER,CO,Level II,"89,502.00"
SOFTWARE DEVELOPER,NJ,Level II,"86,154.00"
(IT) APPLICATION DEVELOPER - CONSULTANT,OH,Level II,"86,590.00"
(IT) APPLICATION DEVELOPER - CONSULTANT,OH,Level II,"86,590.00"
DEVOPS ENGINEER,CA,Level II,"95,555.00"
QA & TESTING SPECIALIST,CT,Level II,"87,402.00"
CREDIT ANALYST,CA,Level I,"49,566.00"
SOFTWARE DEVELOPER,NH,Level II,"83,824.00"
CREDIT ANALYST,CA,Level II,"68,453.00"
CREDIT ANALYST,CA,Level I,"49,566.00"
SENIOR SOFTWARE DEVELOPER,CA,Level III,"107,390.00"
SOLUTION ARCHITECT,WA,Level II,"69,722.00"
TECHNICAL CONSULTANT,PA,Level II,"79,165.00"
LEAD DEVELOPER,TX,Level II,"90,646.00"
CREDIT ANALYST,CA,Level I,"49,566.00"
SENIOR MIDDLEWARE ENGINEER,OH,Level III,"77,938.00"
SAS ANALYST,IL,Level II,"65,229.00"
ASSOCIATE,NY,Level III,"133,141.00"
ASSISTANT PROFESSOR,SC,Level III,"74,290.00"
MARKET RESEARCH ANALYST,IL,Level II,"46,467.00"
SENIOR BUSINESS INTELLIGENCE ARCHITECT,UT,Level IV,"104,707.00"
TABLEAU DEVELOPER,CA,Level II,"110,864.00"
SOFTWARE ENGINEER,MO,Level III,"99,195.00"
SR. SYSTEMS ANALYST,AZ,Level III,"91,083.00"
MECHANICAL ENGINEER,CA,Level II,"100,485.00"
PACKAGING ENGINEER,CA,Level II,"101,733.00"
MARKETING COORDINATOR FOR INTERNATIONAL STUDENTS,IL,Level II,"46,467.00"
SOFTWARE ENGINEER,MI,Level III,"86,133.00"
LABORATORY LEAD,OR,Level II,"36,712.00"
BI SOFTWARE DEVELOPER,IL,Level II,"83,366.00"
GRAPHICS SOFTWARE ENGINEER,AZ,Level II,"81,266.00"
SR. CIVIL/STRUCTURAL ENGINEER,OK,Level III,"83,782.00"
SPECIAL EDUCATION TEACHER,GA,Level III,"57,807.00"
ASSOCIATE ENGINEER,PA,Level III,"92,830.00"
ASSOC. PRODUCT MGR.-CONTENT IDENTIFICATION & CLASSIFICATION,NY,Level II,"74,443.00"
